name,location,lat,lng
Marina Plaza Sriracha,"{""lat"":13.1634308,""lng"":100.9203726}",13.1634308,100.9203726
ร้าน มีดี ศรีราชา MeeDee Siracha,"{""lat"":13.1620351,""lng"":100.9197651}",13.1620351,100.9197651
Oshin Sriracha,"{""lat"":13.1686744,""lng"":100.9269521}",13.1686744,100.9269521
Pizza Hut 1150 -Sriracha,"{""lat"":13.166269,""lng"":100.9330145}",13.166269,100.9330145
MiniShabu Siracha,"{""lat"":13.1559807,""lng"":100.9598195}",13.1559807,100.9598195
ร้านกินกัน (KIN KAN),"{""lat"":13.1171754,""lng"":101.0321292}",13.1171754,101.0321292
Mum Aroy,"{""lat"":13.1798944,""lng"":100.9286578}",13.1798944,100.9286578
RuenMaluli Restaurant,"{""lat"":13.1183225,""lng"":100.9990892}",13.1183225,100.9990892
Sushi Toro Home take away Siracha,"{""lat"":13.163703,""lng"":100.9320214}",13.163703,100.9320214
Levanzo,"{""lat"":13.1634585,""lng"":100.9204182}",13.1634585,100.9204182
Pindoya Korean BBQ,"{""lat"":13.1680927,""lng"":100.9274436}",13.1680927,100.9274436
Café Terrace Si Racha,"{""lat"":13.118984,""lng"":100.9995796}",13.118984,100.9995796
TakoWanaka Takoyaki ทาโกะวานากะ ทาโกะยากิ (ทาโกะหมึกแดง),"{""lat"":13.1530757,""lng"":100.9834907}",13.1530757,100.9834907
Sushi Sriracha,"{""lat"":13.165974,""lng"":100.9296229}",13.165974,100.9296229
KING BBQ ราชาปิ้งย่าง,"{""lat"":13.1668801,""lng"":100.9267644}",13.1668801,100.9267644
ป้าศรีส้มตำ ถนนเลี่ยงหนองมน บางแสน ชลบุรี,"{""lat"":13.2776209,""lng"":100.9590017}",13.2776209,100.9590017
Raffine cafe & The she's house wedding & restaurant Bang Sean,"{""lat"":13.2686336,""lng"":100.9424182}",13.2686336,100.9424182
Little Chef Bang Saen,"{""lat"":13.2839943,""lng"":100.9460565}",13.2839943,100.9460565
แจ่วฮ้อน บางแสน,"{""lat"":13.2774259,""lng"":100.9611985}",13.2774259,100.9611985
Koji Yakiniku Japanese Buffet บางแสน,"{""lat"":13.2783817,""lng"":100.9414342}",13.2783817,100.9414342
ร้านตำหนักลาว บางแสน,"{""lat"":13.2588735,""lng"":100.9402949}",13.2588735,100.9402949
ไก่ต้มน้ำปลา เจ้าเก่าซอยสดใส,"{""lat"":13.2785779,""lng"":100.9329567}",13.2785779,100.9329567
MoMo Bangsaen,"{""lat"":13.275855,""lng"":100.9318281}",13.275855,100.9318281
YAYOI Laemtong Bangsaen ยาโยอิ แหลมทองบางแสน,"{""lat"":13.28723,""lng"":100.926461}",13.28723,100.926461
Suan Khao Phu,"{""lat"":13.2398548,""lng"":100.9590601}",13.2398548,100.9590601
The Pizza Company,"{""lat"":13.279142,""lng"":100.936626}",13.279142,100.936626
Dayya6,"{""lat"":13.2770293,""lng"":100.9500792}",13.2770293,100.9500792
ร้านบังเละ อาหารตามสั่ง,"{""lat"":13.2775368,""lng"":100.9729285}",13.2775368,100.9729285
Khrua Che Mian,"{""lat"":13.2566923,""lng"":100.934122}",13.2566923,100.934122
โคตรกระเพรา บางแสน,"{""lat"":13.2811901,""lng"":100.9298106}",13.2811901,100.9298106
MK Laemtong Bangsaen,"{""lat"":13.2872091,""lng"":100.9264074}",13.2872091,100.9264074
VT,"{""lat"":13.2709628,""lng"":100.9351668}",13.2709628,100.9351668
อาเหมาไก่ย่าง บางแสน,"{""lat"":13.2568927,""lng"":100.9390015}",13.2568927,100.9390015
ครัวเงาะป่า,"{""lat"":13.2865633,""lng"":100.9827349}",13.2865633,100.9827349
ร้านเก้าอี้เหลือง Kaweeileung Restaurant,"{""lat"":13.2773959,""lng"":100.9607531}",13.2773959,100.9607531
เจ๊กันยา ก๋วยเตี๋ยวบ้านบึง,"{""lat"":13.2325565,""lng"":101.2247249}",13.2325565,101.2247249
Nong Rung Restaurant,"{""lat"":13.2265031,""lng"":101.2320647}",13.2265031,101.2320647
ร้านก๋วยเตี๋ยวหมูเจ้าเก่าโอเค ชุนฮ้อ,"{""lat"":13.3115863,""lng"":101.1143935}",13.3115863,101.1143935
ร้านอาหารป่า หนองบอนแดง,"{""lat"":13.3382833,""lng"":101.1450026}",13.3382833,101.1450026
ร้านอาหารหลบมุม,"{""lat"":13.3106233,""lng"":101.1123178}",13.3106233,101.1123178
เจ้เหน่งข้าวต้มกุ๊ย บ้านบึง,"{""lat"":13.309092,""lng"":101.1194375}",13.309092,101.1194375
I am Hungry - Ban Bueng,"{""lat"":13.3084725,""lng"":101.1164231}",13.3084725,101.1164231
MK Restaurant,"{""lat"":13.3047013,""lng"":101.1193436}",13.3047013,101.1193436
ร้านลาบยโส,"{""lat"":13.2481561,""lng"":101.2088135}",13.2481561,101.2088135
Ban Bueng Dental Lab,"{""lat"":13.3116341,""lng"":101.1146281}",13.3116341,101.1146281
นิยมสุข ซีฟู้ด บุฟเฟ่ต์ สาขาบ้านบึง,"{""lat"":13.3058494,""lng"":101.130242}",13.3058494,101.130242
ร้านอาหารนนท์,"{""lat"":13.252164,""lng"":101.154925}",13.252164,101.154925
"OK Sung Hor Noodle, Ban Bung","{""lat"":13.3115334,""lng"":101.1144355}",13.3115334,101.1144355
Aje aje Korean Restaurant,"{""lat"":13.3211131,""lng"":101.1021214}",13.3211131,101.1021214
ร้านอาหารช่อชบา อ.บ้านบึง,"{""lat"":13.3210998,""lng"":101.1017229}",13.3210998,101.1017229
Che Oi Mu Yang Korea,"{""lat"":13.2850988,""lng"":101.2592415}",13.2850988,101.2592415
ร้านอาหาร ศิริวัฒน์,"{""lat"":13.2229312,""lng"":101.2346387}",13.2229312,101.2346387
Tae Mong Huad Ban Bueng,"{""lat"":13.3074851,""lng"":101.1128857}",13.3074851,101.1128857
Krua Rim Thang,"{""lat"":13.3201011,""lng"":101.0992632}",13.3201011,101.0992632
Reggae Bar,"{""lat"":13.2878781,""lng"":101.1764262}",13.2878781,101.1764262
ร้านอาหารตามสั่ฃ,"{""lat"":13.135181,""lng"":101.3456224}",13.135181,101.3456224
Chester's,"{""lat"":13.020929,""lng"":101.446279}",13.020929,101.446279
ร้านก๋วยเตี๋ยวเจ๊เอี้ยง,"{""lat"":13.1342609,""lng"":101.3381039}",13.1342609,101.3381039
ร้านจิ้มจุ่ม หนองใหญ่,"{""lat"":13.1593712,""lng"":101.3773225}",13.1593712,101.3773225
ครัววังใหญ่,"{""lat"":13.1255754,""lng"":101.3601617}",13.1255754,101.3601617
ร้านเจ๊นิตย์ เกี๊ยวปลา,"{""lat"":13.062641,""lng"":101.4205771}",13.062641,101.4205771
Tori shop,"{""lat"":13.157221,""lng"":101.3088168}",13.157221,101.3088168
ธนพลข้าวมันไก่,"{""lat"":13.0697771,""lng"":101.4134018}",13.0697771,101.4134018
Nam Chok Restaurant,"{""lat"":13.015377,""lng"":101.465875}",13.015377,101.465875
ส้มตำป้าแต้ม,"{""lat"":13.0196452,""lng"":101.4528803}",13.0196452,101.4528803
ร้านไก่ย่างวิเชียร ไสวไทหล่ม,"{""lat"":13.1482222,""lng"":101.3317001}",13.1482222,101.3317001
กอ.ฝึก,"{""lat"":13.1878796,""lng"":101.3292023}",13.1878796,101.3292023
ร้านฮวดโภชนา,"{""lat"":13.0173139,""lng"":101.4618258}",13.0173139,101.4618258
เนินนมหนองใหญ่​,"{""lat"":13.1387555,""lng"":101.3879152}",13.1387555,101.3879152
บะหมี่หนองเสือช้าง,"{""lat"":13.1344779,""lng"":101.3472729}",13.1344779,101.3472729
ส้มตำคุณดาว,"{""lat"":13.141425,""lng"":101.3732404}",13.141425,101.3732404
ขวัญใจหม่าล่า,"{""lat"":13.1344793,""lng"":101.3470321}",13.1344793,101.3470321
ร้านอาหารเจ้กุ้ง,"{""lat"":13.2546778,""lng"":101.3292927}",13.2546778,101.3292927
ก๋วยเตี๋ยวเป็ด,"{""lat"":13.1137488,""lng"":101.3745457}",13.1137488,101.3745457
ครัวบ้านเราอาหารตามสั่ง,"{""lat"":13.1547121,""lng"":101.3770139}",13.1547121,101.3770139
Jai Jinendra Pure Vegetarian Indian Restaurant,"{""lat"":12.9364095,""lng"":100.8868725}",12.9364095,100.8868725
Toby’s,"{""lat"":12.9453084,""lng"":100.8894173}",12.9453084,100.8894173
Tandoori Night Indian Restaurant,"{""lat"":12.9282754,""lng"":100.8825163}",12.9282754,100.8825163
Flare,"{""lat"":12.935241,""lng"":100.882779}",12.935241,100.882779
Frankie's Inn,"{""lat"":12.8939148,""lng"":100.8764037}",12.8939148,100.8764037
Punjabi Tarka Indian Restaurant (pure jain Food),"{""lat"":12.9364745,""lng"":100.8893048}",12.9364745,100.8893048
Wah Ji Wah Indian Restaurant,"{""lat"":12.9287143,""lng"":100.8778539}",12.9287143,100.8778539
Edge,"{""lat"":12.9347441,""lng"":100.8826562}",12.9347441,100.8826562
PIPPA Restaurant,"{""lat"":12.9452428,""lng"":100.8866733}",12.9452428,100.8866733
L'Auberge,"{""lat"":12.9201411,""lng"":100.8779957}",12.9201411,100.8779957
"Isswas Pattaya, Restaurant und Backstube","{""lat"":12.8929122,""lng"":100.8912232}",12.8929122,100.8912232
Hachiban Ramen,"{""lat"":12.9348205,""lng"":100.883855}",12.9348205,100.883855
ร้านอาหาร ช.ซีฟูดส์,"{""lat"":13.016718,""lng"":100.927807}",13.016718,100.927807
The Pizza Company,"{""lat"":12.9597712,""lng"":100.8936864}",12.9597712,100.8936864
Sukishi,"{""lat"":12.945759,""lng"":100.889297}",12.945759,100.889297
Som Tam Pooma Pa-Prapai,"{""lat"":12.9569083,""lng"":100.887534}",12.9569083,100.887534
Vespresso Restaurant,"{""lat"":12.9078073,""lng"":100.9235294}",12.9078073,100.9235294
ก๋วยเตี๋ยวเป็ด กระเพราเป็ด หน้าวัดธรรม พัทยาใต้,"{""lat"":12.9167867,""lng"":100.8993924}",12.9167867,100.8993924
Burger King - Pattaya Klang,"{""lat"":12.9366648,""lng"":100.8828918}",12.9366648,100.8828918
Noorjahan Restaurant,"{""lat"":12.9291453,""lng"":100.8777516}",12.9291453,100.8777516
นาเนีย สเต็ก สาขาพนัสนิคม,"{""lat"":13.4380786,""lng"":101.1910642}",13.4380786,101.1910642
วิไลหัวปลา,"{""lat"":13.4398746,""lng"":101.1797103}",13.4398746,101.1797103
Si Kunchon Restaurant,"{""lat"":13.4501464,""lng"":101.1809878}",13.4501464,101.1809878
โกตงเป็ดย่างฮ่องกง พนัสนิคม,"{""lat"":13.4453302,""lng"":101.1772719}",13.4453302,101.1772719
ราดหน้า ก๋วยเตี๋ยวห่อ,"{""lat"":13.4471061,""lng"":101.1814116}",13.4471061,101.1814116
SUSHI HOUSE พนัสนิคม,"{""lat"":13.4454592,""lng"":101.1810325}",13.4454592,101.1810325
Ban Restaurant,"{""lat"":13.4555976,""lng"":101.1746758}",13.4555976,101.1746758
Jaey Na Thai Restaurant,"{""lat"":13.4515085,""lng"":101.187072}",13.4515085,101.187072
ร้านVT แหนมเนือง พนัสนิคม,"{""lat"":13.450101,""lng"":101.1808314}",13.450101,101.1808314
ส้มตำสะบัดช่อ พนัสนิคม,"{""lat"":13.4456588,""lng"":101.1816823}",13.4456588,101.1816823
จึงฮั่วเตียงโภชนา,"{""lat"":13.449326,""lng"":101.182157}",13.449326,101.182157
Krit Tadabodin - Beef Soup Restaurant,"{""lat"":13.4472603,""lng"":101.1808838}",13.4472603,101.1808838
นาเนียสเต๊ก สาขา2,"{""lat"":13.4551322,""lng"":101.1744345}",13.4551322,101.1744345
ร้านต้นเดือน,"{""lat"":13.4499365,""lng"":101.1845599}",13.4499365,101.1845599
ร้านน้องตฤณตามสั่ง,"{""lat"":13.4500428,""lng"":101.1801617}",13.4500428,101.1801617
ร้านลุงแบล็ค,"{""lat"":13.4520697,""lng"":101.1753275}",13.4520697,101.1753275
ลิตเติ้ลยำ พนัสนิคม,"{""lat"":13.4474904,""lng"":101.1865684}",13.4474904,101.1865684
Garfieldsushi,"{""lat"":13.442427,""lng"":101.1842555}",13.442427,101.1842555
Signature,"{""lat"":13.4499269,""lng"":101.1809714}",13.4499269,101.1809714
เจียงเฮง 1,"{""lat"":13.4452373,""lng"":101.1818293}",13.4452373,101.1818293
ร้านส้มตำยายอึ่ง,"{""lat"":13.1673095,""lng"":100.803841}",13.1673095,100.803841
Pan & David Restaurant,"{""lat"":13.1543034,""lng"":100.8133868}",13.1543034,100.8133868
ร้านก๋วยเตี๋ยว ตรงข้ามโรงแรมสีชังพาเลส,"{""lat"":13.162595,""lng"":100.808297}",13.162595,100.808297
Nithra Restaurant,"{""lat"":13.1624305,""lng"":100.8063553}",13.1624305,100.8063553
Belinda PIZZA,"{""lat"":13.1578443,""lng"":100.8097186}",13.1578443,100.8097186
陣田筏,"{""lat"":13.1606796,""lng"":100.8098805}",13.1606796,100.8098805
ビーチ,"{""lat"":13.1458923,""lng"":100.8068712}",13.1458923,100.8068712
ร้านนกกะหน่อย,"{""lat"":13.1531008,""lng"":100.8137459}",13.1531008,100.8137459
ร้านอาหารเอกอั้มอร่อยเว่อร์ eakamm aroy very,"{""lat"":13.1569597,""lng"":100.8107374}",13.1569597,100.8107374
ไต๋แนน ซีฟู้ด,"{""lat"":13.1660223,""lng"":100.802539}",13.1660223,100.802539
ร้านจันทร์ดี,"{""lat"":13.1589942,""lng"":100.80758}",13.1589942,100.80758
ทิวไผ่ ห้องอาหาร,"{""lat"":13.1465322,""lng"":100.8163564}",13.1465322,100.8163564
เจ๊นุ้ย อาหารตามสั่ง,"{""lat"":13.15348,""lng"":100.808151}",13.15348,100.808151
ศักดิ์ หน่อย,"{""lat"":13.1535824,""lng"":100.8135312}",13.1535824,100.8135312
ร้านอาหารจ่าโต้ง,"{""lat"":13.1635887,""lng"":100.801045}",13.1635887,100.801045
シーフード麺食堂,"{""lat"":13.1573449,""lng"":100.8100769}",13.1573449,100.8100769
ข้าวต้มขัางโรงพยาบาล,"{""lat"":13.1628391,""lng"":100.8077956}",13.1628391,100.8077956
ชาวเกาะ สเต็ก บ้าน บ้าน,"{""lat"":13.1630544,""lng"":100.8079254}",13.1630544,100.8079254
นาไม้ไผ่,"{""lat"":13.1467938,""lng"":100.8120717}",13.1467938,100.8120717
ร้านอาหาร สาวน้อย,"{""lat"":13.1454807,""lng"":100.8072424}",13.1454807,100.8072424
เฮียเฉิน ข้าวมันไก่สิงคโปร์,"{""lat"":12.6704482,""lng"":100.9084635}",12.6704482,100.9084635
Sattahip Naval Base Windjammer Club,"{""lat"":12.6621276,""lng"":100.908435}",12.6621276,100.908435
Tang LaK Restaurant @ Sattahip,"{""lat"":12.7335806,""lng"":100.8942264}",12.7335806,100.8942264
ร้านอาหารชาญชล,"{""lat"":12.6561945,""lng"":100.8888776}",12.6561945,100.8888776
BOR-BAIMAI,"{""lat"":12.7035765,""lng"":100.8964995}",12.7035765,100.8964995
กิจการสโมสร รพ.อาภากรเกียรติวงศ์ ฯ,"{""lat"":12.6648525,""lng"":100.8958574}",12.6648525,100.8958574
Pizza Hut 1150 - Sattahip,"{""lat"":12.6727549,""lng"":100.89976}",12.6727549,100.89976
ร้านส้มตำเฌอ เฌอ,"{""lat"":12.672479,""lng"":100.8964266}",12.672479,100.8964266
roidee cafe at sattahip,"{""lat"":12.7133588,""lng"":100.9122516}",12.7133588,100.9122516
WYOU Bistro and Beach Bar,"{""lat"":12.6619458,""lng"":100.8980127}",12.6619458,100.8980127
Chaisangma,"{""lat"":12.6952197,""lng"":100.9014322}",12.6952197,100.9014322
Krua Rim Kean Restaurant,"{""lat"":12.623413,""lng"":100.9157508}",12.623413,100.9157508
The peacock sattahip,"{""lat"":12.7275643,""lng"":100.8902025}",12.7275643,100.8902025
บ่อตกปลา ครัวป้าพิศ Sattahip,"{""lat"":12.7188984,""lng"":100.9031633}",12.7188984,100.9031633
สโมสรลีลาสมุทร,"{""lat"":12.7603478,""lng"":100.8778621}",12.7603478,100.8778621
ร้านส้มตำเจ๊พร บ่อนไก่ซอย 10 สัตหีบ,"{""lat"":12.6823385,""lng"":100.9064041}",12.6823385,100.9064041
ส้มตำครัวเต็มจิต ซอยบ่อนไก่4 สัตหีบ,"{""lat"":12.6764976,""lng"":100.9030462}",12.6764976,100.9030462
ออง​ตอง​ คาเฟ่,"{""lat"":12.6725213,""lng"":100.8961082}",12.6725213,100.8961082
Chafe @ Sattahip,"{""lat"":12.6784567,""lng"":100.9029456}",12.6784567,100.9029456
เตี๋ยวปลาหนองเคียน,"{""lat"":12.6657772,""lng"":100.9009323}",12.6657772,100.9009323
บ้านแม่,"{""lat"":13.2810545,""lng"":101.4393512}",13.2810545,101.4393512
BHub ร้านก๋วยเตี๋ยวพีท,"{""lat"":13.2825836,""lng"":101.4328076}",13.2825836,101.4328076
เฮียหนู หมูกะทะ,"{""lat"":13.2828674,""lng"":101.4209224}",13.2828674,101.4209224
Noodle Restaurant,"{""lat"":13.3002537,""lng"":101.2623838}",13.3002537,101.2623838
"ร้านข้าวต้มปลา ทะเล​""หน้าปั๊ม​ ปตท.​ คลองมือไทร""","{""lat"":13.2878037,""lng"":101.3920716}",13.2878037,101.3920716
ေပ်ငညုသ,"{""lat"":13.2242028,""lng"":101.4648889}",13.2242028,101.4648889
BHub ร้านคเนโภชนา,"{""lat"":13.2809826,""lng"":101.4376088}",13.2809826,101.4376088
ร้านอาหารเทพรส,"{""lat"":13.2822774,""lng"":101.4372423}",13.2822774,101.4372423
ร้านอาหาร,"{""lat"":13.2618579,""lng"":101.5967292}",13.2618579,101.5967292
ร้านอาหาร,"{""lat"":13.2616731,""lng"":101.5967089}",13.2616731,101.5967089
Baifern Cafe' : คาเฟ่ของคนรักหมาบ่อทอง,"{""lat"":13.359507,""lng"":101.4167392}",13.359507,101.4167392
น้ามลเต้าหู้,"{""lat"":13.2809533,""lng"":101.3481117}",13.2809533,101.3481117
Khun Ni Potchana,"{""lat"":13.2823308,""lng"":101.4351252}",13.2823308,101.4351252
หน่อยโภชนา,"{""lat"":13.2813622,""lng"":101.4365926}",13.2813622,101.4365926
ร้านเทพรส 1,"{""lat"":13.2324922,""lng"":101.4791542}",13.2324922,101.4791542
ร้านอาหารเจ บ่อทอง,"{""lat"":13.2827732,""lng"":101.4364021}",13.2827732,101.4364021
น้ามลเต้าหู้,"{""lat"":13.2809918,""lng"":101.3482138}",13.2809918,101.3482138
น้ามลเต้าหู้,"{""lat"":13.2810078,""lng"":101.3482476}",13.2810078,101.3482476
กันเอง,"{""lat"":13.2823974,""lng"":101.4346648}",13.2823974,101.4346648
ร้านอาหารตามสั่งเจ้หน่อง,"{""lat"":13.1966406,""lng"":101.4620884}",13.1966406,101.4620884
HarborLand TUKCOM SRIRACHA,"{""lat"":13.162223,""lng"":100.928334}",13.162223,100.928334
BALCONY SEASIDE SRIRACHA Hotel & Serviced Apartments,"{""lat"":13.1883048,""lng"":100.9311312}",13.1883048,100.9311312
HARBOR PATTAYA MEGAFUN MALL,"{""lat"":12.9342511,""lng"":100.8976714}",12.9342511,100.8976714
Harbor Laemchabang,"{""lat"":13.0791311,""lng"":100.9203198}",13.0791311,100.9203198
Burger King - Bangchak Sriracha,"{""lat"":13.1596686,""lng"":100.9242551}",13.1596686,100.9242551
S & P Grand Seaside.,"{""lat"":13.1668995,""lng"":100.920331}",13.1668995,100.920331
The Fat Cow,"{""lat"":13.8080559,""lng"":100.5704679}",13.8080559,100.5704679
Hops Addict,"{""lat"":13.150936,""lng"":100.9446435}",13.150936,100.9446435
Ootoya สาขาเซ็นทรัลแจ้งวัฒนะ,"{""lat"":13.9041855,""lng"":100.5278049}",13.9041855,100.5278049
TOH CREW RESTAURANT,"{""lat"":13.1552504,""lng"":100.9114224}",13.1552504,100.9114224
She9,"{""lat"":13.1668795,""lng"":100.925448}",13.1668795,100.925448
The Farm Buffet Sriracha,"{""lat"":13.1460866,""lng"":100.9557085}",13.1460866,100.9557085
McDonald's,"{""lat"":13.167774,""lng"":100.931235}",13.167774,100.931235
SO DAM JUNG,"{""lat"":13.1563549,""lng"":100.972145}",13.1563549,100.972145
Che Siam Khao Man Kai,"{""lat"":13.147854,""lng"":101.0077716}",13.147854,101.0077716
Lap Ubon,"{""lat"":13.1669444,""lng"":100.9263889}",13.1669444,100.9263889
Hbl-Gwb,"{""lat"":13.8060182,""lng"":100.5239205}",13.8060182,100.5239205
OOTOYA,"{""lat"":13.1795463,""lng"":100.9296802}",13.1795463,100.9296802
เตี๋ยวเรือคู่จิ้น,"{""lat"":13.2193239,""lng"":100.9406629}",13.2193239,100.9406629